"Food_Code","Food_Abbrev_Desc","Food_Desc"
11710801.00,"PEDIASURE, W/ IRON, INFANT FORMULA, READY-TO-FEED","Pediasure, with iron, infant formula, ready-to-feed"
11710805.00,"PEDIASURE FIBER, W/ IRON, INFANT FORMULA, NS AS TO FORM","Pediasure Fiber, with iron, infant formula, NS as to form"
11710806.00,"PEDIASURE FIBER, W/ IRON, INFANT FORMULA, READY-TO-FEED","Pediasure Fiber, with iron, infant formula, ready-to-feed"
11710900.00,"GOOD START SUPREME, W IRON, INFANT FORMULA, NS FORM","Good Start Supreme, with iron, infant formula, NS as to form (formerly Carnation Good Start)"
11710901.00,"GOOD START SUPREME, W/ IRON, INFANT FORMULA, RTF","Good Start Supreme, with iron, infant formula, ready-to-feed (formerly Carnation Good Start)"
11710902.00,"GOOD START SUPREME, W/ IRON, INFANT FORMULA, FROM LIQ CONC","Good Start Supreme, with iron, infant formula, prepared from liquid concentrate (formerly Carnation Good Start)"
11710903.00,"GOOD START SUPREME, W/ IRON, INFANT FORMULA, PREP FROM PDR","Good Start Supreme, with iron, infant formula, prepared from powder (formerly Carnation Good Start)"
11710912.00,"GOOD START SUPREME,W/ IRON,DHA&ARA,INF FORMULA,FROM LIQ CONC","Good Start Supreme, with iron, DHA & ARA, infant formula, prepared from liquid concentrate"
11710913.00,"GOOD START SUPREME,W/ IRON,DHA&ARA,INF FORMULA,PREP FROM PDR","Good Start Supreme, with iron, DHA & ARA, infant formula, prepared from powder"
11710950.00,"GOOD START 2 ESSENTIALS, W/ IRON, INFANT FORMULA, NS FORM","Good Start 2 Essentials, with iron, infant formula, NS as to form (formerly Carnation Follow-Up, with iron...)"
11710951.00,"GOOD START 2 ESSENTIALS, W/IRON, INFANT FORMULA, RTF","Good Start 2 Essentials, with iron, infant formula, ready-to-feed (formerly Carnation Follow-Up, with iron...)"
11710952.00,"GOOD START 2 ESSENTIALS, W/ IRON, INF FORMULA, FROM LIQ CONC","Good Start 2 Essentials, with iron, infant formula, prepared from liquid concentrate (formerly Carnation Follow-Up, with iron...)"
11710953.00,"GOOD START 2 ESSENTIALS, W/ IRON, INF FORMULA, PREP FROM PDR","Good Start 2 Essentials, with iron, infant formula, prepared from powder (formerly Carnation Follow-Up, with iron...)"
11710962.00,"AMERICA'S STORE BRAND, W/IRON, INFANT FORMULA, PREP FROM PDR","America's Store Brand, with iron, infant formula, prepared from powder"
11720051.00,"GERBER SOY, W/ IRON, INFANT FORMULA, READY-TO-FEED","Gerber soy, with iron, infant formula, ready-to-feed"
11720052.00,"GERBER SOY, W/ IRON, INFANT FORMULA, FROM LIQUID CONCENTRATE","Gerber soy, with iron, infant formula, prepared from liquid concentrate"
11720200.00,"NURSOY, W/ IRON, INFANT FORMULA, NS AS TO FORM","Nursoy, with iron, infant formula, NS as to form"
11720201.00,"NURSOY, W/ IRON, INFANT FORMULA, READY-TO-FEED","Nursoy, with iron, infant formula, ready-to-feed"
11720202.00,"NURSOY, W/ IRON, INFANT FORMULA, FROM LIQUID CONCENTRATE","Nursoy, with iron, infant formula, prepared from liquid concentrate"
11720203.00,"NURSOY, W/ IRON, INFANT FORMULA, PREPARED FROM POWDER","Nursoy, with iron, infant formula, prepared from powder"
11720300.00,"ENFAMIL PROSOBEE, W/ IRON, INFANT FORMULA, NS FORM","Enfamil ProSobee, with iron, infant formula, NS as to form"
11720301.00,"ENFAMIL PROSOBEE, W/ IRON, INFANT FORMULA, READY-TO-FEED","Enfamil ProSobee, with iron, infant formula, ready-to-feed"
11720302.00,"ENFAMIL PROSOBEE, W/ IRON, INFANT FORMULA, FROM LIQ CONC","Enfamil ProSobee, with iron, infant formula, prepared from liquid concentrate"
11720303.00,"ENFAMIL PROSOBEE, W/ IRON, INFANT FORMULA, PREP FROM PDR","Enfamil ProSobee, with iron, infant formula, prepared from powder"
11720311.00,"ENFAMIL PROSOBEE LIPIL, W/ IRON, INF FORMULA, RTF","Enfamil ProSobee Lipil, with iron, infant formula, ready-to-feed"
11720312.00,"ENFAMIL PROSOBEE LIPIL, W/ IRON, INF FORMULA, FROM LIQ CONC","Enfamil ProSobee Lipil, with iron, infant formula, prepared from liquid concentrate"
11720313.00,"ENFAMIL PROSOBEE LIPIL, W/ IRON, INF FORMULA, PREP FROM PDR","Enfamil ProSobee Lipil, with iron, infant formula, prepared from powder"
11720400.00,"SIMILAC ISOMIL, WITH IRON, INFANT FORMULA, NS AS TO FORM","Similac Isomil, with iron, infant formula, NS as to form"
11720401.00,"SIMILAC ISOMIL, WITH IRON, INFANT FORMULA, READY-TO-FEED","Similac Isomil, with iron, infant formula, ready-to-feed"
11720402.00,"SIMILAC ISOMIL, WITH IRON, INFANT FORMULA, FROM LIQUID","Similac Isomil, with iron, infant formula, prepared from liquid concentrate"
11720403.00,"SIMILAC ISOMIL, W/IRON, INFANT FORMULA, PREPARED FROM POWDER","Similac Isomil, with iron, infant formula, prepared from powder"
11720411.00,"SIMILAC ISOMIL ADVANCE W/IRON, INFANT FORMULA, RTF","Similac Isomil Advance with iron, infant formula, ready-to-feed"
11720412.00,"SIMILAC ISOMIL ADVANCE W/IRON, INFANT FORMULA, FROM LIQ CONC","Similac Isomil Advance with iron, infant formula, prepared from liquid concentrate"
11720413.00,"SIMILAC ISOMIL ADVANCE W/IRON, INFANT FORMULA, PREP FROM PDR","Similac Isomil Advance with iron, infant formula, prepared from powder"
11720451.00,"ISOMIL SF, W/ IRON, INFANT FORMULA, READY-TO-FEED","Isomil SF (sucrose-free), with iron, infant formula, ready-to-feed"
11720452.00,"ISOMIL SF, W/ IRON, INFANT FORMULA, FROM LIQUID CONCENTRATE","Isomil SF (sucrose-free), with iron, infant formula, prepared from liquid concentrate"
11720502.00,"SOYALAC, W/ IRON, INFANT FORMULA, FROM LIQUID CONCENTRATE","Soyalac, with iron, infant formula, prepared from liquid concentrate"
11720503.00,"SOYALAC, W/ IRON, INFANT FORMULA, PREPARED FROM POWDER","Soyalac, with iron, infant formula, prepared from powder"
11720600.00,"GOOD START ESSENTIALS SOY, W/ IRON, INFANT FORMULA, NS FORM","Good Start Essentials Soy, with iron, infant formula, NS as to form (formerly Carnation Alsoy; I-Soyalac)"
11720601.00,"GOOD START ESSENTIALS SOY, W/ IRON, INFANT FORMULA, RTF","Good Start Essentials Soy, with iron, infant formula, ready-to-feed (formerly Carnation Alsoy; I-Soyalac)"
11720602.00,"GOOD START ESSENTIALS SOY, W/ IRON,INF FORMULA,FROM LIQ CONC","Good Start Essentials Soy, with iron, infant formula, prepared from liquid concentrate (formerly Carnation Alsoy; I-Soyalac)"
11720603.00,"GOOD START ESSENTIALS SOY, W/ IRON,INF FORMULA,PREP FROM PDR","Good Start Essentials Soy, with iron, infant formula, prepared from powder (formerly Carnation Alsoy; I-Soyalac)"
11720613.00,"GOOD START SOY, W/ IRON, DHA & ARA, INF FORMULA, PREP FR PDR","Good Start Soy, with iron, DHA & ARA, infant formula, prepared from powder"
11720700.00,"NEXT STEP SOY TODDLER FORMULA,W/ IRON,INFANT FORMULA,NS FORM","Next Step Soy Toddler Formula, with iron, infant formula, NS as to form"
11720703.00,"NEXT STEP PROSOBEE, W/ IRON, INFANT FORMULA, PREP FROM PDR","Next Step Prosobee, with iron, infant formula, prepared from powder (formerly Next Step Soy Toddler Formula)"
11720803.00,"AMERICA'S STORE BRAND SOY, W/ IRON, INF FORMULA, PREP FR PDR","America's Store Brand Soy, with iron, infant formula, prepared from powder"
11740300.00,"NUTRAMIGEN, W/ IRON, INFANT FORMULA, NS AS TO FORM","Nutramigen, with iron, infant formula, NS as to form"
11740301.00,"NUTRAMIGEN, W/ IRON, INFANT FORMULA, READY-TO-FEED","Nutramigen, with iron, infant formula, ready-to-feed"
11740302.00,"NUTRAMIGEN, W/ IRON, INFANT FORMULA, FR  LIQUID CONCENTRATE","Nutramigen, with iron, infant formula, prepared from liquid concentrate"
11740303.00,"NUTRAMIGEN, W/ IRON, INFANT FORMULA, PREPARED FROM POWDER","Nutramigen, with iron, infant formula, prepared from powder"
11740310.00,"ENFAMIL NUTRAMIGEN LIPIL, W/IRON, INF FORMULA, NS FORM","Enfamil Nutramigen Lipil, with iron, infant formula, NS as to form"
11740311.00,"ENFAMIL NUTRAMIGEN LIPIL, W/IRON, INF FORMULA, RTF","Enfamil Nutramigen Lipil, with iron, infant formula, ready-to-feed"
11740312.00,"ENFAMIL NUTRAMIGEN LIPIL, W/IRON, INF FORMULA, FROM LIQ CONC","Enfamil Nutramigen Lipil, with iron, infant formula, prepared from liquid concentrate"
11740313.00,"ENFAMIL NUTRAMIGEN LIPIL, W/IRON, INF FORMULA, PREP FROM PDR","Enfamil Nutramigen Lipil, with iron, infant formula, prepared from powder"
11740403.00,"PREGESTIMIL, W/ IRON, INFANT FORMULA, PREPARED FROM POWDER","Pregestimil, with iron, infant formula, prepared from powder"
11740500.00,"SIMILAC PM 60/40, LOW IRON, INFANT FORMULA, NS FORM","Similac PM 60/40, low iron, infant formula, NS as to form"
11810000.00,"MILK, DRY, NOT RECONSTITUTED, NS AS TO FAT","Milk, dry, not reconstituted, NS as to whole, lowfat, or nonfat"
11811000.00,"MILK, DRY, WHOLE, NOT RECONSTITUTED","Milk, dry, whole, not reconstituted"
11812000.00,"MILK, DRY, LOWFAT, NOT RECONSTITUTED","Milk, dry, lowfat, not reconstituted"
11813000.00,"MILK, DRY, NONFAT, NOT RECONSTITUTED","Milk, dry, nonfat, not reconstituted"
11825000.00,"WHEY, SWEET, DRY","Whey, sweet, dry"
11830100.00,"COCOA W/DRY MILK & SUGAR, DRY MIX, NOT RECONST","Cocoa (or chocolate) with dry milk and sugar, dry mix, not reconstituted"
11830110.00,"COCOA POWDER W/ NFD MILK, LOW CAL SWEETENER, DRY","Cocoa powder with nonfat dry milk and low calorie sweetener, dry mix, not reconstituted"
11830120.00,"COCOA W/ WHEY, LO CAL SWEETENER, FORTIFIED, DRY MIX","Cocoa, whey, and low calorie sweetener, fortified, dry mix, not reconstituted"
11830150.00,"COCOA POWDER, NOT RECONSTITUTED (NO DRY MILK)","Cocoa powder, not reconstituted (no dry milk)"
11830160.00,"COCOA-FLAVORED BEVERAGE POWDER W/ SUGAR, DRY MIX","Cocoa (or chocolate) flavored beverage powder with sugar, dry mix, not reconstituted"
11830170.00,"COCOA, WHEY, LO CAL SWEETNER MIX, NOT RECONST","Cocoa, whey, and low-calorie sweetener mixture, not reconstituted"
11830180.00,"COCOA-FLAV BEV MIX, LOW CALORIE, DRY, NOT RECONST","Cocoa (or chocolate) flavored beverage powder with low calorie sweetener, dry mix, not reconstituted"
11830200.00,"MILK, MALTED, DRY, UNFORTIFD, NOT RECONST, NOT CHOC","Milk, malted, dry mix, unfortified, not reconstituted, flavors other than chocolate"
11830210.00,"MILK, MALTED, DRY, FORTIFD, NOT RECONST, NOT CHOC","Milk, malted, dry mix, fortified, not reconstituted, flavors other than chocolate"
11830250.00,"MILK, MALTED, DRY, UNFORTIFIED, NOT RECONST, CHOC","Milk, malted, dry mix, unfortified, not reconstituted, chocolate"
11830260.00,"MILK, MALTED, DRY, FORTIFIED, NOT RECONST, CHOC","Milk, malted, dry mix, fortified, not reconstituted, chocolate"
11830400.00,"MILK BEV POWDER, DRY, NOT RECONST, NOT CHOC","Milk beverage, powder, dry mix, not reconstituted, flavors other than chocolate"
11830450.00,"MILK BEV MIX, W/ SUGAR,EGG WHITE, NOT RECONSTITUTED","Milk beverage with sugar, dry milk, and egg white powder, dry mix, not reconstituted"
11830500.00,"MILK BEV POWDER W/ NFD MILK, LOW CAL, DRY, CHOC","Milk beverage, powder, with nonfat dry milk and low calorie sweetener, dry mix, not reconstituted, chocolate"
11830550.00,"MILK BEV POWDER W/ NFD MILK, LOW CAL, DRY, NOT CHOC","Milk beverage, powder, with nonfat dry milk and low calorie sweetener, dry mix, not reconstituted, flavors other than chocolate"
11830800.00,"INSTANT BREAKFAST POWDER, NOT RECONSTITUTED","Instant breakfast, powder, not reconstituted"
11830810.00,"INSTANT BFAST,PWDR,SWT W/ LO CAL SWT,NOT RECONSTUT","Instant breakfast, powder, sweetened with low calorie sweetener, not reconstituted"
11830850.00,"HIGH CALORIE MILK BEVERAGE, POWDER, NOT RECONST","High calorie milk beverage, powder, not reconstituted"
11830900.00,"PROTEIN SUPPLEMENT, MILK BASED, DRY POWDER","Protein supplement, milk-based, powdered, not reconstituted"
11830940.00,"MEAL REPLACEMENT,PROTEIN,MILK BASED,FRUIT JUICE MIX","Meal replacement, high protein, milk based, fruit juice mixable formula, powdered, not reconstituted"
11830970.00,"MEAL REPLACEMENT, PROTEIN TYPE, MILK-BASE, POWDER","Meal replacement, protein type, milk-based, powdered, not reconstituted"
11830990.00,"NUTRIENT SUPP, MILK-BASE, POWDER (INCL SUSTAGEN)","Nutrient supplement, milk-based, powdered, not reconstituted"
11831500.00,"NUTRIENT SUPPLEMENT,MILK-BASE,HIGH PROT,NOT RECONST","Nutrient supplement, milk-based, high protein, powdered, not reconstituted"
11832000.00,"MEAL REPLACEMENT,MILK-&SOY-BASE,POWDER,NOT RECONST","Meal replacement, protein type, milk- and soy-based, powdered, not reconstituted"
11835100.00,"MEAL REPLACEMENT, POSITRIM DRINK MIX, DRY POWDER","Meal replacement, Amway's Nutrilite brand Positrim Drink Mix, powdered nonfat dry milk-based, dry, not reconstituted"
11835200.00,"LOSE-IT (NANCI), MEAL REPLACEMENT, POWDER","Lose-it (Nanci), meal replacement, powder"
11836000.00,"PROTEIN SUPPLEMENT, MILK-BASED, MUSCLE MILK, DRY POWDER","Protein supplement, milk-based, Muscle Milk, powdered, not reconstituted"
11836100.00,"PROTEIN SUPPLEMENT, MILK-BASED, MUSCLE MILK LIGHT, POWDERED","Protein supplement, milk-based, Muscle Milk Light, powdered, not reconstituted"
12100100.00,"CREAM, FLUID, NS AS TO LIGHT, HEAVY OR HALF & HALF","Cream, NS as to light, heavy, or half and half"
12110100.00,"CREAM, LIGHT, FLUID (INCL COFFEE CRM, TABLE CREAM)","Cream, light, fluid"
12110300.00,"CREAM, LIGHT, WHIPPED, UNSWEETENED","Cream, light, whipped, unsweetened"
12120100.00,"CREAM, HALF & HALF","Cream, half and half"
12120105.00,"CREAM, HALF & HALF, LOW FAT","Cream, half and half, low fat"
12120110.00,"CREAM, HALF & HALF, FAT FREE","Cream, half and half, fat free"
12130100.00,"CREAM, HEAVY, FLUID","Cream, heavy, fluid"
12130200.00,"CREAM, HEAVY, WHIPPED, UNSWEETENED","Cream, heavy, whipped, unsweetened"
12140000.00,"CREAM, HEAVY, WHIPPED, SWEETENED","Cream, heavy, whipped, sweetened"
12140100.00,"CREAM, WHIPPED, PRESSURIZED CONTAINER","Cream, whipped, pressurized container"
12140105.00,"CREAM, WHIPPED, PRESSURIZED CONTAINER, LIGHT","Cream, whipped, pressurized container, light"
12140110.00,"WHIPPED TOPPING, DAIRY BASED, FAT FREE, PRESSURIZED CONTAINR","Whipped topping, dairy based, fat free, pressurized container"
12200100.00,"CREAM SUBSTITUTE, NS AS TO FROZEN,LIQUID OR POWDER","Cream substitute, NS as to frozen, liquid, or powdered"
12210100.00,"CREAM SUBSTITUTE, FROZEN","Cream substitute, frozen"
12210200.00,"CREAM SUBSTITUTE, LIQUID (INCLUDE COFFEE WHITNER)","Cream substitute, liquid"
12210210.00,"CREAM SUBSTITUTE, FLAVORED, LIQUID","Cream substitute, flavored, liquid"
12210250.00,"CREAM SUBSTITUTE, LIGHT, LIQUID","Cream substitute, light, liquid"
12210255.00,"CREAM SUBSTITUTE, LIGHT, FLAVORED, LIQUID","Cream substitute, light, flavored, liquid"
12210260.00,"CREAM SUBSTITUTE, FAT FREE, LIQUID","Cream substitute, fat free, liquid"
12210270.00,"CREAM SUBSTITUTE, FAT FREE, FLAVORED, LIQUID","Cream substitute, fat free, flavored, liquid"
12210310.00,"CREAM SUBSTITUTE, SUGAR FREE, FLAVORED, LIQUID","Cream substitute, sugar free, flavored, liquid"
12210400.00,"CREAM SUBSTITUTE, POWDERED","Cream substitute, powdered"
12210410.00,"CREAM SUBST, LIGHT, POWDERED (INCL COFFEE MATE, CRE","Cream substitute, light, powdered"
12210420.00,"CREAM SUBSTITUTE, FLAVORED, POWDERED","Cream substitute, flavored, powdered"
12210430.00,"CREAM SUBSTITUTE, FAT FREE, POWDER","Cream substitute, fat free, powder"
12210440.00,"CREAM SUBSTITUTE, FAT FREE, FLAVORED, POWDER","Cream substitute, fat free, flavored, powder"
12210500.00,"CREAM SUBSTITUTE, SUGAR FREE, POWDER","Cream substitute, sugar free, powder"
12210505.00,"CREAM SUBSTITUTE, SUGAR FREE, FLAVORED, POWDER","Cream substitute, sugar free, flavored, powder"
12220000.00,"WHIPPED TOPPING, NONDAIRY, NS AS TO CND/FRZ/POWDER","Whipped topping, nondairy, NS as to canned, frozen, or made from powdered mix"
12220100.00,"WHIPPED TOPPING, NONDAIRY, PRESSURIZED CAN","Whipped topping, nondairy, pressurized can"
12220200.00,"WHIPPED TOPPING, NONDAIRY, FROZEN (INCL COOL WHIP)","Whipped topping, nondairy, frozen"
12220250.00,"WHIPPED TOPPING, NONDAIRY, FZN, LOWFAT (INCL COOL)","Whipped topping, nondairy, frozen, lowfat"
12220270.00,"WHIPPED TOPPING, NONDAIRY, FROZEN, FAT FREE","Whipped topping, nondairy, frozen, fat free"
12220280.00,"WHIPPED TOPPING, NONDAIRY, FROZEN, SUGAR FREE","Whipped topping, nondairy, frozen, sugar free"
12220300.00,"WHIPPED CREAM SUBST, NONDAIRY, FROM POWDERED MIX","Whipped cream substitute, nondairy, made from powdered mix"
12220400.00,"WHIP CREAM SUB,NONDAIRY,LOWFAT,LO SUGAR,FROM MIX","Whipped cream substitute, nondairy, lowfat, low sugar, made from powdered mix"
12310100.00,"SOUR CREAM (INCL W/ CHIVES)","Sour cream"
12310200.00,"SOUR CREAM, HALF & HALF","Sour cream, half and half"
12310300.00,"SOUR CREAM, REDUCED FAT","Sour cream, reduced fat"
12310350.00,"SOUR CREAM, LIGHT","Sour cream, light"
12310370.00,"SOUR CREAM, FAT FREE","Sour cream, fat free"
12320100.00,"SOUR CREAM, IMITATION","Sour cream, imitation (nondairy)"
12320200.00,"SOUR CREAM, FILLED, SOUR DRESSING, NONBUTTERFAT","Sour cream, filled, sour dressing, nonbutterfat"
12350000.00,"DIP, SOUR CREAM BASE (INCLUDE BUTTERMILK-TYPE DIP)","Dip, sour cream base"
12350020.00,"DIP, SOUR CREAM BASE, REDUCED CALORIE","Dip, sour cream base, reduced calorie"
12350100.00,"SPINACH DIP","Spinach dip"
13110000.00,"ICE CREAM, NFS","Ice cream, NFS"
13110100.00,"ICE CREAM, REGULAR, NOT CHOCOLATE","Ice cream, regular, flavors other than chocolate"
13110110.00,"ICE CREAM, REGULAR, CHOCOLATE","Ice cream, regular, chocolate"
13110120.00,"ICE CREAM, RICH, FLAVORS OTHER THAN CHOCOLATE","Ice cream, rich, flavors other than chocolate"
13110130.00,"ICE CREAM, RICH, CHOCOLATE","Ice cream, rich, chocolate"
13110140.00,"ICE CREAM, RICH, NS AS TO FLAVOR","Ice cream, rich, NS as to flavor"
13110200.00,"ICE CREAM, SOFT SERVE, NOT CHOCOLATE","Ice cream, soft serve, flavors other than chocolate"
13110210.00,"ICE CREAM, SOFT SERVE, CHOCOLATE","Ice cream, soft serve, chocolate"
13110220.00,"ICE CREAM, SOFT SERVE, NS AS TO FLAVOR","Ice cream, soft serve, NS as to flavor"
13110320.00,"ICE CREAM, NO SUGAR ADDED, FLAVORS OTHER THAN CHOCOLATE","Ice cream, no sugar added, flavors other than chocolate"
13110330.00,"ICE CREAM, NO SUGAR ADDED, CHOCOLATE","Ice cream, no sugar added, chocolate"
13110400.00,"MILK DESSERT, FRZN, FLAVORS NOT CHOC (NO BUTTERFAT)","Milk dessert, frozen, flavors other than chocolate (no butterfat)"
13110450.00,"MILK DESSERT, FROZEN, CHOCOLATE (NO BUTTERFAT)","Milk dessert, frozen, chocolate (no butterfat)"
13120050.00,"ICE CREAM BAR OR STICK, NOT CHOC- OR CAKE-COVERED","Ice cream bar or stick, not chocolate covered or cake covered"
13120100.00,"ICE CREAM BAR/STICK, CHOCOLATE COVERED","Ice cream bar or stick, chocolate covered"
13120110.00,"ICE CREAM BAR, CHOCOLATE/CARAMEL COVERED, W/ NUTS","Ice cream bar or stick, chocolate or caramel covered, with nuts"
13120120.00,"ICE CREAM BAR,RICH CHOC ICE CREAM,THICK CHOC COVER","Ice cream bar or stick, rich chocolate ice cream, thick chocolate covering"
13120121.00,"ICE CREAM BAR,RICH ICE CREAM,THICK CHOC COVER","Ice cream bar or stick, rich ice cream, thick chocolate covering"
13120130.00,"ICE CREAM BAR/STICK,RICH ICE CREAM,CHOC COVER,W/NUT","Ice cream bar or stick, rich ice cream, chocolate covered, with nuts"
13120140.00,"ICE CREAM BAR/STICK, CHOC ICE CREAM, CHOC COVER","Ice cream bar or stick, chocolate ice cream, chocolate covered"
13120300.00,"ICE CREAM BAR, CAKE-COVERED","Ice cream bar, cake covered"
13120400.00,"ICE CREAM BAR/STICK W/ FRUIT","Ice cream bar or stick with fruit"
13120500.00,"ICE CREAM SANDWICH","Ice cream sandwich"
13120550.00,"ICE CREAM COOKIE SANDWICH (INCLUDE CHIPWICH)","Ice cream cookie sandwich"
13120700.00,"ICE CREAM CONE, W/ NUTS, NOT CHOCOLATE","Ice cream cone with nuts, flavors other than chocolate"
13120710.00,"ICE CREAM CONE, CHOC-COVERED, W/ NUTS, NOT CHOC","Ice cream cone, chocolate covered, with nuts, flavors other than chocolate"
13120720.00,"ICE CREAM CONE, CHOC-COVERED OR DIPPED, NOT CHOC","Ice cream cone, chocolate covered or dipped, flavors other than chocolate"
13120730.00,"ICE CREAM CONE, NO TOPPING, NOT CHOCOLATE","Ice cream cone, no topping, flavors other than chocolate"
13120740.00,"ICE CREAM CONE, NO TOPPING, NS AS TO FLAVOR","Ice cream cone, no topping, NS as to flavor"
13120750.00,"ICE CREAM CONE, W/NUTS, CHOCOLATE ICE CREAM","Ice cream cone with nuts, chocolate ice cream"
13120760.00,"ICE CREAM CONE, CHOC-COVERED, CHOC ICE CREAM","Ice cream cone, chocolate covered or dipped, chocolate ice cream"
13120770.00,"ICE CREAM CONE, NO TOPPING, CHOCOLATE ICE CREAM","Ice cream cone, no topping, chocolate ice cream"
13120780.00,"ICE CREAM CONE, CHOC-COVERED, W/NUT, CHOC ICE CREAM","Ice cream cone, chocolate covered, with nuts, chocolate ice cream"
13120790.00,"ICE CREAM SUNDAE CONE (INCL DRUMSTICK, ALL FLAVORS)","Ice cream sundae cone"
13120800.00,"ICE CREAM SODA, NOT CHOCOLATE","Ice cream soda, flavors other than chocolate"
